DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
25Q154,P.S. 154 Queens,2014-15,739,36,124,117,107,112,127,116,0,0,0,0,0,0,0,335,45.3%,404,54.7%,418,56.6%,64,8.7%,156,21.1%,11,1.5%,90,12.2%,91,12.3%,188,25.4%,612,82.8%,50.8%
25Q154,P.S. 154 Queens,2015-16,736,36,114,123,108,106,123,126,0,0,0,0,0,0,0,353,48.0%,383,52.0%,402,54.6%,56,7.6%,166,22.6%,15,2.0%,97,13.2%,93,12.6%,174,23.6%,609,82.7%,46.7%
25Q154,P.S. 154 Queens,2016-17,706,35,106,111,121,105,107,121,0,0,0,0,0,0,0,346,49.0%,360,51.0%,387,54.8%,63,8.9%,156,22.1%,16,2.3%,84,11.9%,104,14.7%,179,25.4%,590,83.6%,49.4%
25Q154,P.S. 154 Queens,2017-18,673,36,96,105,107,111,111,107,0,0,0,0,0,0,0,316,47.0%,357,53.0%,362,53.8%,62,9.2%,156,23.2%,17,2.5%,76,11.3%,103,15.3%,143,21.2%,555,82.5%,68.5%
25Q163,P.S. 163 Flushing Heights,2013-14,614,34,98,102,96,90,101,93,0,0,0,0,0,0,0,285,46.4%,329,53.6%,483,78.7%,20,3.3%,91,14.8%,2,0.3%,18,2.9%,74,12.1%,209,34.0%,481,78.3%,
25Q163,P.S. 163 Flushing Heights,2014-15,631,33,97,119,99,95,95,93,0,0,0,0,0,0,0,300,47.5%,331,52.5%,492,78.0%,22,3.5%,97,15.4%,4,0.6%,16,2.5%,92,14.6%,255,40.4%,492,78.0%,46.4%
25Q163,P.S. 163 Flushing Heights,2015-16,643,18,108,108,116,102,97,94,0,0,0,0,0,0,0,295,45.9%,348,54.1%,511,79.5%,18,2.8%,99,15.4%,3,0.5%,12,1.9%,89,13.8%,289,44.9%,513,79.8%,44.0%
25Q163,P.S. 163 Flushing Heights,2016-17,681,18,127,113,109,108,103,103,0,0,0,0,0,0,0,310,45.5%,371,54.5%,564,82.8%,13,1.9%,87,12.8%,6,0.9%,11,1.6%,94,13.8%,324,47.6%,555,81.5%,42.4%
25Q163,P.S. 163 Flushing Heights,2017-18,804,70,148,129,117,109,121,110,0,0,0,0,0,0,0,370,46.0%,434,54.0%,646,80.3%,13,1.6%,118,14.7%,14,1.7%,13,1.6%,101,12.6%,351,43.7%,650,80.8%,67.6%
25Q164,P.S. 164 Queens Valley,2013-14,620,24,79,64,53,50,45,58,76,79,92,0,0,0,0,308,49.7%,312,50.3%,192,31.0%,45,7.3%,154,24.8%,4,0.6%,225,36.3%,105,16.9%,80,12.9%,478,77.1%,
25Q164,P.S. 164 Queens Valley,2014-15,641,32,72,79,57,59,58,48,90,68,78,0,0,0,0,325,50.7%,316,49.3%,198,30.9%,41,6.4%,166,25.9%,5,0.8%,231,36.0%,99,15.4%,87,13.6%,489,76.3%,39.8%
25Q164,P.S. 164 Queens Valley,2015-16,663,36,71,71,74,51,60,58,87,87,68,0,0,0,0,323,48.7%,340,51.3%,191,28.8%,38,5.7%,172,25.9%,7,1.1%,255,38.5%,103,15.5%,67,10.1%,506,76.3%,39.2%
25Q164,P.S. 164 Queens Valley,2016-17,695,33,70,69,71,74,55,59,93,86,85,0,0,0,0,335,48.2%,360,51.8%,203,29.2%,37,5.3%,184,26.5%,8,1.2%,263,37.8%,116,16.7%,88,12.7%,535,77.0%,36.8%
25Q164,P.S. 164 Queens Valley,2017-18,693,33,61,65,67,77,68,54,93,88,87,0,0,0,0,349,50.4%,344,49.6%,220,31.7%,33,4.8%,188,27.1%,12,1.7%,240,34.6%,106,15.3%,108,15.6%,509,73.4%,54.5%
25Q165,P.S. 165 Edith K. Bergtraum,2013-14,754,47,133,150,111,115,95,103,0,0,0,0,0,0,0,363,48.1%,391,51.9%,393,52.1%,91,12.1%,145,19.2%,10,1.3%,115,15.3%,151,20.0%,104,13.8%,555,73.6%,
25Q165,P.S. 165 Edith K. Bergtraum,2014-15,737,46,119,129,149,107,103,84,0,0,0,0,0,0,0,349,47.4%,388,52.6%,403,54.7%,83,11.3%,145,19.7%,5,0.7%,101,13.7%,162,22.0%,99,13.4%,525,71.2%,50.4%
25Q165,P.S. 165 Edith K. Bergtraum,2015-16,749,46,118,110,129,148,102,96,0,0,0,0,0,0,0,363,48.5%,386,51.5%,415,55.4%,91,12.1%,144,19.2%,9,1.2%,90,12.0%,172,23.0%,74,9.9%,538,71.8%,49.9%
25Q165,P.S. 165 Edith K. Bergtraum,2016-17,758,51,113,115,112,124,141,102,0,0,0,0,0,0,0,382,50.4%,376,49.6%,412,54.4%,90,11.9%,144,19.0%,14,1.8%,98,12.9%,176,23.2%,83,10.9%,553,73.0%,49.0%
25Q165,P.S. 165 Edith K. Bergtraum,2017-18,767,43,114,125,118,107,119,141,0,0,0,0,0,0,0,373,48.6%,394,51.4%,429,55.9%,82,10.7%,144,18.8%,15,2.0%,97,12.6%,164,21.4%,97,12.6%,557,72.6%,62.8%
25Q169,P.S. 169 Bay Terrace,2013-14,396,36,69,64,59,55,56,57,0,0,0,0,0,0,0,178,44.9%,218,55.1%,120,30.3%,14,3.5%,74,18.7%,9,2.3%,179,45.2%,75,18.9%,14,3.5%,148,37.4%,
25Q169,P.S. 169 Bay Terrace,2014-15,398,34,60,75,62,59,54,54,0,0,0,0,0,0,0,196,49.2%,202,50.8%,125,31.4%,14,3.5%,80,20.1%,7,1.8%,172,43.2%,84,21.1%,21,5.3%,152,38.2%,18.6%
25Q169,P.S. 169 Bay Terrace,2015-16,423,36,64,62,73,66,65,57,0,0,0,0,0,0,0,202,47.8%,221,52.2%,144,34.0%,19,4.5%,86,20.3%,6,1.4%,168,39.7%,84,19.9%,17,4.0%,140,33.1%,18.1%
25Q169,P.S. 169 Bay Terrace,2016-17,439,35,66,69,60,73,70,66,0,0,0,0,0,0,0,224,51.0%,215,49.0%,149,33.9%,22,5.0%,93,21.2%,6,1.4%,169,38.5%,80,18.2%,25,5.7%,153,34.9%,16.0%
25Q169,P.S. 169 Bay Terrace,2017-18,445,36,68,61,72,62,75,71,0,0,0,0,0,0,0,234,52.6%,211,47.4%,158,35.5%,23,5.2%,97,21.8%,11,2.5%,156,35.1%,72,16.2%,31,7.0%,147,33.0%,25.7%
25Q184,P.S. 184 Flushing Manor,2013-14,507,36,71,85,70,76,88,81,0,0,0,0,0,0,0,271,53.5%,236,46.5%,172,33.9%,3,0.6%,69,13.6%,9,1.8%,254,50.1%,76,15.0%,40,7.9%,240,47.3%,
25Q184,P.S. 184 Flushing Manor,2014-15,516,36,71,74,86,77,81,91,0,0,0,0,0,0,0,269,52.1%,247,47.9%,172,33.3%,2,0.4%,73,14.1%,10,1.9%,259,50.2%,82,15.9%,37,7.2%,248,48.1%,24.5%
25Q184,P.S. 184 Flushing Manor,2015-16,521,47,75,77,70,89,81,82,0,0,0,0,0,0,0,257,49.3%,264,50.7%,195,37.4%,0,0.0%,76,14.6%,10,1.9%,240,46.1%,85,16.3%,43,8.3%,239,45.9%,25.1%
25Q184,P.S. 184 Flushing Manor,2016-17,516,35,87,73,76,70,94,81,0,0,0,0,0,0,0,249,48.3%,267,51.7%,209,40.5%,0,0.0%,66,12.8%,12,2.3%,229,44.4%,90,17.4%,46,8.9%,225,43.6%,24.6%
25Q184,P.S. 184 Flushing Manor,2017-18,514,31,78,81,76,75,77,96,0,0,0,0,0,0,0,259,50.4%,255,49.6%,228,44.4%,0,0.0%,68,13.2%,10,1.9%,208,40.5%,85,16.5%,49,9.5%,240,46.7%,36.0%
25Q185,J.H.S. 185 Edward Bleeker,2013-14,1520,0,0,0,0,0,0,0,534,485,501,0,0,0,0,730,48.0%,790,52.0%,813,53.5%,95,6.3%,394,25.9%,9,0.6%,209,13.8%,210,13.8%,150,9.9%,1146,75.4%,
25Q185,J.H.S. 185 Edward Bleeker,2014-15,1523,0,0,0,0,0,0,0,490,539,494,0,0,0,0,729,47.9%,794,52.1%,822,54.0%,64,4.2%,444,29.2%,10,0.7%,183,12.0%,220,14.4%,136,8.9%,1152,75.6%,43.8%
25Q185,J.H.S. 185 Edward Bleeker,2015-16,1538,0,0,0,0,0,0,0,504,488,546,0,0,0,0,745,48.4%,793,51.6%,841,54.7%,55,3.6%,441,28.7%,11,0.7%,190,12.4%,215,14.0%,152,9.9%,1167,75.9%,42.0%
25Q185,J.H.S. 185 Edward Bleeker,2016-17,1508,0,0,0,0,0,0,0,498,515,495,0,0,0,0,734,48.7%,774,51.3%,826,54.8%,36,2.4%,448,29.7%,12,0.8%,186,12.3%,206,13.7%,180,11.9%,1154,76.5%,40.3%
25Q185,J.H.S. 185 Edward Bleeker,2017-18,1521,0,0,0,0,0,0,0,491,494,536,0,0,0,0,744,48.9%,777,51.1%,847,55.7%,40,2.6%,453,29.8%,10,0.7%,171,11.2%,219,14.4%,190,12.5%,1166,76.7%,61.8%
25Q189,J.H.S. 189 Daniel Carter Beard,2013-14,746,0,0,0,0,0,0,0,205,243,298,0,0,0,0,355,47.6%,391,52.4%,508,68.1%,26,3.5%,186,24.9%,2,0.3%,24,3.2%,137,18.4%,207,27.7%,484,64.9%,
25Q189,J.H.S. 189 Daniel Carter Beard,2014-15,692,0,0,0,0,0,0,0,228,221,243,0,0,0,0,335,48.4%,357,51.6%,482,69.7%,20,2.9%,171,24.7%,2,0.3%,17,2.5%,129,18.6%,193,27.9%,424,61.3%,59.8%
25Q189,J.H.S. 189 Daniel Carter Beard,2015-16,701,0,0,0,0,0,0,0,254,232,215,0,0,0,0,339,48.4%,362,51.6%,483,68.9%,23,3.3%,173,24.7%,4,0.6%,18,2.6%,119,17.0%,169,24.1%,392,55.9%,55.8%
25Q189,J.H.S. 189 Daniel Carter Beard,2016-17,722,0,0,0,0,0,0,0,242,249,231,0,0,0,0,353,48.9%,369,51.1%,483,66.9%,20,2.8%,195,27.0%,5,0.7%,19,2.6%,129,17.9%,174,24.1%,364,50.4%,52.0%
25Q189,J.H.S. 189 Daniel Carter Beard,2017-18,771,0,0,0,0,0,0,0,275,248,248,0,0,0,0,382,49.5%,389,50.5%,509,66.0%,23,3.0%,212,27.5%,4,0.5%,23,3.0%,123,16.0%,207,26.8%,595,77.2%,78.9%
25Q193,P.S. 193 Alfred J. Kennedy,2013-14,500,52,95,98,58,65,61,71,0,0,0,0,0,0,0,258,51.6%,242,48.4%,112,22.4%,4,0.8%,91,18.2%,5,1.0%,288,57.6%,66,13.2%,56,11.2%,199,39.8%,
25Q193,P.S. 193 Alfred J. Kennedy,2014-15,534,80,70,98,98,60,70,58,0,0,0,0,0,0,0,262,49.1%,272,50.9%,120,22.5%,5,0.9%,103,19.3%,6,1.1%,300,56.2%,70,13.1%,63,11.8%,202,37.8%,20.2%
25Q193,P.S. 193 Alfred J. Kennedy,2015-16,550,80,72,70,97,102,56,73,0,0,0,0,0,0,0,270,49.1%,280,50.9%,130,23.6%,4,0.7%,111,20.2%,7,1.3%,298,54.2%,79,14.4%,52,9.5%,219,39.8%,18.2%
25Q193,P.S. 193 Alfred J. Kennedy,2016-17,571,67,94,73,73,96,108,60,0,0,0,0,0,0,0,268,46.9%,303,53.1%,135,23.6%,5,0.9%,102,17.9%,8,1.4%,321,56.2%,80,14.0%,65,11.4%,220,38.5%,16.0%
25Q193,P.S. 193 Alfred J. Kennedy,2017-18,587,55,96,96,69,73,92,106,0,0,0,0,0,0,0,277,47.2%,310,52.8%,123,21.0%,4,0.7%,105,17.9%,11,1.9%,344,58.6%,83,14.1%,56,9.5%,220,37.5%,26.5%
25Q194,J.H.S. 194 William Carr,2013-14,1041,0,0,0,0,0,0,0,349,339,353,0,0,0,0,535,51.4%,506,48.6%,351,33.7%,14,1.3%,313,30.1%,3,0.3%,360,34.6%,149,14.3%,67,6.4%,636,61.1%,
25Q194,J.H.S. 194 William Carr,2014-15,1079,0,0,0,0,0,0,0,377,355,347,0,0,0,0,543,50.3%,536,49.7%,353,32.7%,20,1.9%,336,31.1%,7,0.6%,363,33.6%,174,16.1%,77,7.1%,688,63.8%,34.8%
25Q194,J.H.S. 194 William Carr,2015-16,1108,0,0,0,0,0,0,0,392,369,347,0,0,0,0,526,47.5%,582,52.5%,391,35.3%,18,1.6%,325,29.3%,9,0.8%,365,32.9%,183,16.5%,72,6.5%,616,55.6%,30.8%
25Q194,J.H.S. 194 William Carr,2016-17,1185,0,0,0,0,0,0,0,419,391,375,0,0,0,0,563,47.5%,622,52.5%,429,36.2%,23,1.9%,360,30.4%,14,1.2%,359,30.3%,196,16.5%,90,7.6%,675,57.0%,30.2%
25Q194,J.H.S. 194 William Carr,2017-18,1241,0,0,0,0,0,0,0,432,416,393,0,0,0,0,577,46.5%,664,53.5%,479,38.6%,16,1.3%,389,31.3%,13,1.0%,344,27.7%,207,16.7%,112,9.0%,738,59.5%,47.1%
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,2013-14,464,33,39,47,39,36,52,47,55,56,60,0,0,0,0,234,50.4%,230,49.6%,66,14.2%,117,25.2%,193,41.6%,8,1.7%,80,17.2%,97,20.9%,33,7.1%,346,74.6%,
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,2014-15,472,35,50,41,43,43,43,55,55,53,54,0,0,0,0,246,52.1%,226,47.9%,64,13.6%,103,21.8%,218,46.2%,8,1.7%,79,16.7%,84,17.8%,35,7.4%,350,74.2%,47.4%
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,2015-16,488,49,50,50,42,42,44,49,64,51,47,0,0,0,0,256,52.5%,232,47.5%,65,13.3%,112,23.0%,225,46.1%,10,2.0%,76,15.6%,81,16.6%,30,6.1%,351,71.9%,43.7%
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,2016-17,485,44,45,45,48,35,43,44,61,60,60,0,0,0,0,241,49.7%,244,50.3%,71,14.6%,104,21.4%,224,46.2%,11,2.3%,75,15.5%,86,17.7%,38,7.8%,342,70.5%,43.3%
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,2017-18,522,45,46,48,44,52,46,46,64,65,66,0,0,0,0,256,49.0%,266,51.0%,77,14.8%,113,21.6%,245,46.9%,12,2.3%,75,14.4%,85,16.3%,27,5.2%,377,72.2%,53.8%
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,2013-14,473,34,74,77,65,72,88,63,0,0,0,0,0,0,0,223,47.1%,250,52.9%,92,19.5%,199,42.1%,154,32.6%,7,1.5%,21,4.4%,101,21.4%,43,9.1%,328,69.3%,
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,2014-15,500,57,66,78,75,67,66,91,0,0,0,0,0,0,0,240,48.0%,260,52.0%,87,17.4%,220,44.0%,173,34.6%,5,1.0%,15,3.0%,103,20.6%,51,10.2%,340,68.0%,70.1%
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,2015-16,511,70,82,71,78,67,74,69,0,0,0,0,0,0,0,244,47.7%,267,52.3%,93,18.2%,207,40.5%,186,36.4%,7,1.4%,18,3.5%,117,22.9%,45,8.8%,335,65.6%,68.5%
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,2016-17,522,66,81,81,68,77,75,74,0,0,0,0,0,0,0,247,47.3%,275,52.7%,110,21.1%,204,39.1%,181,34.7%,10,1.9%,17,3.3%,109,20.9%,48,9.2%,328,62.8%,64.4%
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,2017-18,482,47,63,77,85,64,71,75,0,0,0,0,0,0,0,221,45.9%,261,54.1%,80,16.6%,187,38.8%,187,38.8%,11,2.3%,17,3.5%,109,22.6%,31,6.4%,348,72.2%,76.5%
25Q209,P.S. 209 Clearview Gardens,2013-14,627,29,76,89,128,96,112,97,0,0,0,0,0,0,0,305,48.6%,322,51.4%,231,36.8%,3,0.5%,120,19.1%,21,3.3%,252,40.2%,112,17.9%,27,4.3%,217,34.6%,
25Q209,P.S. 209 Clearview Gardens,2014-15,618,21,97,78,87,128,99,108,0,0,0,0,0,0,0,298,48.2%,320,51.8%,239,38.7%,5,0.8%,103,16.7%,19,3.1%,252,40.8%,109,17.6%,40,6.5%,214,34.6%,19.8%
25Q209,P.S. 209 Clearview Gardens,2015-16,580,18,79,95,79,82,126,101,0,0,0,0,0,0,0,292,50.3%,288,49.7%,235,40.5%,4,0.7%,96,16.6%,19,3.3%,226,39.0%,90,15.5%,25,4.3%,213,36.7%,20.4%
25Q209,P.S. 209 Clearview Gardens,2016-17,620,18,125,85,93,85,85,129,0,0,0,0,0,0,0,313,50.5%,307,49.5%,274,44.2%,7,1.1%,104,16.8%,18,2.9%,217,35.0%,85,13.7%,42,6.8%,225,36.3%,18.5%
25Q209,P.S. 209 Clearview Gardens,2017-18,580,18,112,111,83,88,87,81,0,0,0,0,0,0,0,305,52.6%,275,47.4%,268,46.2%,3,0.5%,91,15.7%,15,2.6%,203,35.0%,75,12.9%,55,9.5%,233,40.2%,32.3%
25Q214,P.S. 214 Cadwallader Colden,2013-14,475,36,59,111,66,57,83,63,0,0,0,0,0,0,0,239,50.3%,236,49.7%,286,60.2%,28,5.9%,133,28.0%,6,1.3%,22,4.6%,75,15.8%,78,16.4%,374,78.7%,
25Q214,P.S. 214 Cadwallader Colden,2014-15,538,34,65,76,136,60,84,83,0,0,0,0,0,0,0,262,48.7%,276,51.3%,337,62.6%,29,5.4%,141,26.2%,8,1.5%,23,4.3%,77,14.3%,94,17.5%,418,77.7%,59.0%
25Q214,P.S. 214 Cadwallader Colden,2015-16,564,36,52,79,86,135,91,85,0,0,0,0,0,0,0,284,50.4%,280,49.6%,369,65.4%,30,5.3%,138,24.5%,8,1.4%,19,3.4%,75,13.3%,81,14.4%,451,80.0%,57.2%
25Q214,P.S. 214 Cadwallader Colden,2016-17,551,31,50,53,79,95,162,81,0,0,0,0,0,0,0,267,48.5%,284,51.5%,374,67.9%,28,5.1%,121,22.0%,11,2.0%,17,3.1%,76,13.8%,84,15.2%,436,79.1%,54.4%
25Q214,P.S. 214 Cadwallader Colden,2017-18,529,34,52,45,53,78,114,153,0,0,0,0,0,0,0,250,47.3%,279,52.7%,366,69.2%,32,6.0%,106,20.0%,11,2.1%,14,2.6%,70,13.2%,82,15.5%,420,79.4%,70.8%
25Q219,P.S. 219 Paul Klapper,2013-14,613,36,53,68,68,67,49,59,85,65,63,0,0,0,0,299,48.8%,314,51.2%,244,39.8%,75,12.2%,194,31.6%,2,0.3%,98,16.0%,153,25.0%,89,14.5%,471,76.8%,
25Q219,P.S. 219 Paul Klapper,2014-15,649,53,64,59,61,67,65,48,89,81,62,0,0,0,0,316,48.7%,333,51.3%,262,40.4%,66,10.2%,217,33.4%,2,0.3%,102,15.7%,143,22.0%,103,15.9%,487,75.0%,44.0%
25Q219,P.S. 219 Paul Klapper,2015-16,679,51,58,57,58,68,65,68,82,90,82,0,0,0,0,331,48.7%,348,51.3%,298,43.9%,58,8.5%,214,31.5%,2,0.3%,107,15.8%,159,23.4%,99,14.6%,508,74.8%,44.3%
25Q219,P.S. 219 Paul Klapper,2016-17,672,49,61,59,63,62,71,66,80,77,84,0,0,0,0,330,49.1%,342,50.9%,319,47.5%,50,7.4%,196,29.2%,4,0.6%,103,15.3%,168,25.0%,113,16.8%,500,74.4%,41.6%
25Q219,P.S. 219 Paul Klapper,2017-18,642,37,43,61,56,66,61,68,92,83,75,0,0,0,0,310,48.3%,332,51.7%,310,48.3%,45,7.0%,183,28.5%,7,1.1%,97,15.1%,177,27.6%,117,18.2%,472,73.5%,58.1%
25Q237,I.S. 237,2013-14,1224,0,0,0,0,0,0,0,422,386,416,0,0,0,0,583,47.6%,641,52.4%,862,70.4%,82,6.7%,238,19.4%,9,0.7%,33,2.7%,152,12.4%,275,22.5%,1069,87.3%,
25Q237,I.S. 237,2014-15,1184,0,0,0,0,0,0,0,388,415,381,0,0,0,0,550,46.5%,634,53.5%,858,72.5%,89,7.5%,208,17.6%,7,0.6%,22,1.9%,154,13.0%,234,19.8%,1025,86.6%,54.4%
25Q237,I.S. 237,2015-16,1240,0,0,0,0,0,0,0,427,391,422,0,0,0,0,588,47.4%,652,52.6%,903,72.8%,92,7.4%,216,17.4%,9,0.7%,20,1.6%,171,13.8%,234,18.9%,1072,86.5%,52.3%
25Q237,I.S. 237,2016-17,1339,0,0,0,0,0,0,0,502,429,408,0,0,0,0,622,46.5%,717,53.5%,987,73.7%,89,6.6%,232,17.3%,9,0.7%,22,1.6%,175,13.1%,270,20.2%,1027,76.7%,46.9%
25Q237,I.S. 237,2017-18,1368,0,0,0,0,0,0,0,434,508,426,0,0,0,0,626,45.8%,742,54.2%,1021,74.6%,81,5.9%,230,16.8%,10,0.7%,26,1.9%,178,13.0%,297,21.7%,1153,84.3%,72.4%
25Q240,Veritas Academy,2013-14,124,0,0,0,0,0,0,0,0,0,0,124,0,0,0,65,52.4%,59,47.6%,21,16.9%,18,14.5%,65,52.4%,9,7.3%,11,8.9%,23,18.5%,12,9.7%,92,74.2%,
25Q240,Veritas Academy,2014-15,275,0,0,0,0,0,0,0,0,0,0,150,125,0,0,145,52.7%,130,47.3%,55,20.0%,39,14.2%,143,52.0%,3,1.1%,35,12.7%,51,18.5%,37,13.5%,214,77.8%,52.1%
25Q240,Veritas Academy,2015-16,410,0,0,0,0,0,0,0,0,0,0,162,155,93,0,211,51.5%,199,48.5%,72,17.6%,57,13.9%,214,52.2%,17,4.1%,50,12.2%,71,17.3%,30,7.3%,309,75.4%,51.8%
25Q240,Veritas Academy,2016-17,547,0,0,0,0,0,0,0,0,0,0,154,173,103,117,264,48.3%,283,51.7%,104,19.0%,71,13.0%,280,51.2%,25,4.6%,67,12.2%,95,17.4%,43,7.9%,423,77.3%,53.9%
25Q240,Veritas Academy,2017-18,558,0,0,0,0,0,0,0,0,0,0,160,178,107,113,284,50.9%,274,49.1%,87,15.6%,70,12.5%,323,57.9%,23,4.1%,55,9.9%,100,17.9%,50,9.0%,421,75.4%,70.9%
25Q241,Queens High School for Language Studies,2013-14,70,0,0,0,0,0,0,0,0,0,0,70,0,0,0,35,50.0%,35,50.0%,47,67.1%,6,8.6%,15,21.4%,1,1.4%,1,1.4%,4,5.7%,27,38.6%,65,92.9%,
25Q241,Queens High School for Language Studies,2014-15,205,0,0,0,0,0,0,0,0,0,0,113,92,0,0,112,54.6%,93,45.4%,126,61.5%,19,9.3%,49,23.9%,7,3.4%,4,2.0%,10,4.9%,77,37.6%,177,86.3%,76.9%
25Q241,Queens High School for Language Studies,2015-16,297,0,0,0,0,0,0,0,0,0,0,98,120,79,0,155,52.2%,142,47.8%,183,61.6%,29,9.8%,73,24.6%,7,2.4%,5,1.7%,20,6.7%,99,33.3%,262,88.2%,71.9%
25Q241,Queens High School for Language Studies,2016-17,399,0,0,0,0,0,0,0,0,0,0,109,107,102,81,212,53.1%,187,46.9%,242,60.7%,39,9.8%,100,25.1%,9,2.3%,9,2.3%,23,5.8%,119,29.8%,336,84.2%,68.1%
25Q241,Queens High School for Language Studies,2017-18,427,0,0,0,0,0,0,0,0,0,0,112,116,98,101,240,56.2%,187,43.8%,251,58.8%,39,9.1%,116,27.2%,10,2.3%,11,2.6%,24,5.6%,91,21.3%,342,80.1%,77.2%
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,2013-14,409,18,117,109,96,69,0,0,0,0,0,0,0,0,0,194,47.4%,215,52.6%,304,74.3%,18,4.4%,57,13.9%,13,3.2%,17,4.2%,51,12.5%,134,32.8%,308,75.3%,
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,2014-15,402,18,116,98,93,77,0,0,0,0,0,0,0,0,0,192,47.8%,210,52.2%,297,73.9%,15,3.7%,64,15.9%,8,2.0%,18,4.5%,63,15.7%,146,36.3%,297,73.9%,48.9%
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,2015-16,381,36,94,97,83,71,0,0,0,0,0,0,0,0,0,201,52.8%,180,47.2%,283,74.3%,11,2.9%,58,15.2%,9,2.4%,20,5.2%,64,16.8%,106,27.8%,276,72.4%,48.5%
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,2016-17,388,36,121,86,73,72,0,0,0,0,0,0,0,0,0,217,55.9%,171,44.1%,289,74.5%,17,4.4%,53,13.7%,6,1.5%,23,5.9%,57,14.7%,118,30.4%,272,70.1%,44.2%
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,2017-18,392,36,116,105,71,64,0,0,0,0,0,0,0,0,0,199,50.8%,193,49.2%,299,76.3%,14,3.6%,58,14.8%,3,0.8%,18,4.6%,47,12.0%,126,32.1%,253,64.5%,60.0%
25Q244,The Active Learning Elementary School,2013-14,428,36,128,103,91,70,0,0,0,0,0,0,0,0,0,206,48.1%,222,51.9%,367,85.7%,4,0.9%,33,7.7%,7,1.6%,17,4.0%,42,9.8%,213,49.8%,342,79.9%,
25Q244,The Active Learning Elementary School,2014-15,440,36,130,115,86,73,0,0,0,0,0,0,0,0,0,204,46.4%,236,53.6%,384,87.3%,6,1.4%,31,7.0%,6,1.4%,13,3.0%,49,11.1%,260,59.1%,348,79.1%,51.8%
25Q244,The Active Learning Elementary School,2015-16,452,36,127,117,102,70,0,0,0,0,0,0,0,0,0,223,49.3%,229,50.7%,390,86.3%,8,1.8%,35,7.7%,5,1.1%,14,3.1%,42,9.3%,253,56.0%,361,79.9%,47.9%
25Q244,The Active Learning Elementary School,2016-17,461,36,127,109,103,86,0,0,0,0,0,0,0,0,0,225,48.8%,236,51.2%,398,86.3%,9,2.0%,36,7.8%,7,1.5%,11,2.4%,51,11.1%,272,59.0%,368,79.8%,45.1%
25Q244,The Active Learning Elementary School,2017-18,456,36,131,112,91,86,0,0,0,0,0,0,0,0,0,219,48.0%,237,52.0%,392,86.0%,7,1.5%,38,8.3%,7,1.5%,12,2.6%,49,10.7%,252,55.3%,360,78.9%,68.5%
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,2013-14,329,0,0,0,0,0,0,0,95,114,120,0,0,0,0,159,48.3%,170,51.7%,85,25.8%,91,27.7%,99,30.1%,7,2.1%,47,14.3%,68,20.7%,49,14.9%,281,85.4%,
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,2014-15,380,0,0,0,0,0,0,0,136,113,131,0,0,0,0,165,43.4%,215,56.6%,107,28.2%,109,28.7%,102,26.8%,12,3.2%,50,13.2%,96,25.3%,67,17.6%,308,81.1%,58.4%
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,2015-16,379,0,0,0,0,0,0,0,128,137,114,0,0,0,0,161,42.5%,218,57.5%,125,33.0%,106,28.0%,95,25.1%,12,3.2%,41,10.8%,88,23.2%,68,17.9%,287,75.7%,54.6%
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,2016-17,398,0,0,0,0,0,0,0,120,144,134,0,0,0,0,178,44.7%,220,55.3%,129,32.4%,109,27.4%,105,26.4%,12,3.0%,43,10.8%,82,20.6%,61,15.3%,328,82.4%,53.5%
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,2017-18,399,0,0,0,0,0,0,0,119,122,158,0,0,0,0,193,48.4%,206,51.6%,143,35.8%,93,23.3%,109,27.3%,15,3.8%,39,9.8%,75,18.8%,63,15.8%,328,82.2%,69.8%
